Year,National,Province,Constituency,Area Council,Sex,Age,Value
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Male,40-44,32
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Male,45-49,42
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Male,50-54,30
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Male,55-59,16
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Male,60-64,14
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Male,65-69,9
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Male,70-74,6
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Male,75-79,5
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Male,80+,3
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,0-4,130
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,5-9,109
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,10-14,73
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,15-19,54
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,20-24,81
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,25-29,66
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,30-34,41
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,35-39,39
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,40-44,38
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,45-49,27
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,50-54,25
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,55-59,11
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,60-64,13
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,65-69,13
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,70-74,5
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,75-79,4
2017,Vanuatu,Tafea,Tafea Outer Islands,Aneityum,Female,80+,5
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,0-4,32
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,5-9,34
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,10-14,31
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,15-19,10
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,20-24,12
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,25-29,13
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,30-34,10
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,35-39,8
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,40-44,11
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,45-49,7
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,50-54,11
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,55-59,4
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,60-64,4
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,65-69,4
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,70-74,4
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,75-79,5
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Male,80+,3
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,0-4,36
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,5-9,29
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,10-14,29
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,15-19,10
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,20-24,16
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,25-29,19
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,30-34,11
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,35-39,12
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,40-44,9
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,45-49,16
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,50-54,8
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,55-59,6
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,60-64,8
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,65-69,7
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,70-74,2
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,75-79,5
2017,Vanuatu,Tafea,Tafea Outer Islands,Aniwa,Female,80+,1
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,0-4,57
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,5-9,65
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,10-14,48
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,15-19,59
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,20-24,12
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,25-29,19
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,30-34,19
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,35-39,12
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,40-44,13
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,45-49,8
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,50-54,8
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,55-59,4
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,60-64,5
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,65-69,3
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,70-74,3
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,75-79,2
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Male,80+,9
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,0-4,35
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,5-9,52
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,10-14,51
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,15-19,53
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,20-24,14
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,25-29,20
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,30-34,30
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,35-39,12
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,40-44,10
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,45-49,8
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,50-54,8
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,55-59,6
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,60-64,4
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,65-69,4
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,70-74,6
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,75-79,7
2017,Vanuatu,Tafea,Tafea Outer Islands,Futuna,Female,80+,14
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,0-4,464
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,5-9,534
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,10-14,518
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,15-19,275
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,20-24,209
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,25-29,227
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,30-34,146
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,35-39,161
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,40-44,130
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,45-49,100
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,50-54,83
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,55-59,66
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,60-64,50
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,65-69,51
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,70-74,35
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,75-79,21
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Male,80+,31
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,0-4,466
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,5-9,513
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,10-14,444
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,15-19,246
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,20-24,260
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,25-29,256
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,30-34,169
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,35-39,158
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,40-44,123
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,45-49,99
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,50-54,82
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,55-59,78
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,60-64,51
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,65-69,51
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,70-74,40
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,75-79,18
2017,Vanuatu,Tafea,Tanna,Middle Bush Tanna,Female,80+,51
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,0-4,127
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,5-9,125
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,10-14,110
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,15-19,87
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,20-24,56
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,25-29,42
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,30-34,33
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,35-39,39
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,40-44,27
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,45-49,34
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,50-54,25
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,55-59,17
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,60-64,17
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,65-69,7
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,70-74,4
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,75-79,8
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Male,80+,8
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,0-4,106
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,5-9,125
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,10-14,114
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,15-19,84
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,20-24,51
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,25-29,51
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,30-34,31
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,35-39,52
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,40-44,31
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,45-49,25
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,50-54,26
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,55-59,13
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,60-64,8
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,65-69,8
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,70-74,9
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,75-79,2
2017,Vanuatu,Tafea,Tafea Outer Islands,North Erromango,Female,80+,8
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,0-4,378
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,5-9,375
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,10-14,313
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,15-19,160
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,20-24,114
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,25-29,107
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,30-34,90
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,35-39,116
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,40-44,93
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,45-49,73
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,50-54,49
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,55-59,48
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,60-64,42
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,65-69,33
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,70-74,19
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,75-79,11
2017,Vanuatu,Tafea,Tanna,North Tanna,Male,80+,21
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,0-4,347
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,5-9,352
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,10-14,296
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,15-19,184
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,20-24,181
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,25-29,163
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,30-34,110
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,35-39,112
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,40-44,88
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,45-49,82
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,50-54,67
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,55-59,36
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,60-64,42
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,65-69,33
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,70-74,11
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,75-79,10
2017,Vanuatu,Tafea,Tanna,North Tanna,Female,80+,20
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,0-4,52
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,5-9,48
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,10-14,39
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,15-19,15
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,20-24,22
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,25-29,18
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,30-34,18
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,35-39,18
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,40-44,11
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,45-49,14
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,50-54,9
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,55-59,6
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,60-64,5
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,65-69,10
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,70-74,7
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,75-79,3
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Male,80+,4
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,0-4,61
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,5-9,57
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,10-14,41
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,15-19,14
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,20-24,21
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,25-29,27
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,30-34,19
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,35-39,19
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,40-44,6
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,45-49,10
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,50-54,7
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,55-59,9
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,60-64,5
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,65-69,4
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,70-74,7
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,75-79,3
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,80+,9
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,0-4,131
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,5-9,114
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,10-14,90
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,15-19,80
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,20-24,32
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,25-29,42
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,30-34,37
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,35-39,27
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,40-44,25
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,45-49,23
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,50-54,18
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,55-59,29
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,60-64,13
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,65-69,12
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,70-74,5
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,75-79,5
2017,Vanuatu,Tafea,Tanna,South Tanna,Male,80+,10
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,0-4,110
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,5-9,94
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,10-14,67
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,15-19,80
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,20-24,60
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,25-29,54
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,30-34,36
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,35-39,38
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,40-44,26
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,45-49,19
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,50-54,26
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,55-59,31
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,60-64,16
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,65-69,9
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,70-74,4
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,75-79,5
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,80+,10
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,0-4,493
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,5-9,517
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,10-14,435
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,15-19,303
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,20-24,179
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,25-29,203
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,30-34,98
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,35-39,165
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,40-44,135
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,45-49,79
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,50-54,57
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,55-59,65
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,60-64,31
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,65-69,41
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,70-74,27
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,75-79,14
2017,Vanuatu,Tafea,Tanna,South West Tanna,Male,80+,19
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,0-4,495
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,5-9,485
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,10-14,385
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,15-19,301
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,20-24,210
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,25-29,286
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,30-34,125
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,35-39,178
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,40-44,117
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,45-49,97
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,50-54,58
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,55-59,64
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,60-64,33
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,65-69,46
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,70-74,14
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,75-79,19
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,80+,17
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,0-4,703
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,5-9,756
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,10-14,577
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,15-19,357
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,20-24,257
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,25-29,321
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,30-34,226
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,35-39,239
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,40-44,187
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,45-49,163
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,50-54,122
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,55-59,125
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,60-64,88
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,65-69,56
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,70-74,38
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,75-79,36
2017,Vanuatu,Tafea,Tanna,West Tanna,Male,80+,35
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,0-4,638
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,5-9,652
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,10-14,516
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,15-19,360
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,20-24,403
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,25-29,386
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,30-34,302
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,35-39,238
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,40-44,212
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,45-49,162
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,50-54,131
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,55-59,95
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,60-64,70
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,65-69,69
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,70-74,37
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,75-79,33
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,80+,42
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,0-4,507
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,5-9,597
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,10-14,509
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,15-19,305
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,20-24,227
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,25-29,270
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,30-34,180
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,35-39,146
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,40-44,104
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,45-49,114
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,50-54,92
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,55-59,108
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,60-64,74
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,65-69,51
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,70-74,49
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,75-79,33
2017,Vanuatu,Tafea,Tanna,Whitesands,Male,80+,27
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,0-4,476
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,5-9,541
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,10-14,425
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,15-19,314
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,20-24,298
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,25-29,306
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,30-34,200
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,35-39,174
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,40-44,128
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,45-49,128
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,50-54,85
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,55-59,96
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,60-64,70
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,65-69,79
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,70-74,30
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,75-79,35
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,80+,29
2017,Vanuatu,Torba,Banks,Gaua,Male,0-4,194
