Year,National,Province,Constituency,Area Council,Sex,Age,Value
2016,Vanuatu,Malampa,Paama,Paama,Female,20-24,49
2016,Vanuatu,Malampa,Paama,Paama,Female,25-29,54
2016,Vanuatu,Malampa,Paama,Paama,Female,30-34,58
2016,Vanuatu,Malampa,Paama,Paama,Female,35-39,42
2016,Vanuatu,Malampa,Paama,Paama,Female,40-44,40
2016,Vanuatu,Malampa,Paama,Paama,Female,45-49,30
2016,Vanuatu,Malampa,Paama,Paama,Female,50-54,54
2016,Vanuatu,Malampa,Paama,Paama,Female,55-59,20
2016,Vanuatu,Malampa,Paama,Paama,Female,60-64,33
2016,Vanuatu,Malampa,Paama,Paama,Female,65-69,20
2016,Vanuatu,Malampa,Paama,Paama,Female,70-74,21
2016,Vanuatu,Malampa,Paama,Paama,Female,75-79,20
2016,Vanuatu,Malampa,Paama,Paama,Female,80+,15
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,0-4,87
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,5-9,147
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,10-14,94
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,15-19,40
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,20-24,57
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,25-29,48
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,30-34,62
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,35-39,40
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,40-44,43
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,45-49,30
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,50-54,41
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,55-59,20
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,60-64,28
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,65-69,12
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,70-74,14
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,75-79,19
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,80+,12
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,0-4,90
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,5-9,122
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,10-14,73
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,15-19,29
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,20-24,63
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,25-29,63
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,30-34,60
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,35-39,39
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,40-44,48
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,45-49,33
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,50-54,33
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,55-59,20
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,60-64,30
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,65-69,13
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,70-74,18
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,75-79,11
2016,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,80+,13
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,0-4,424
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,5-9,427
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,10-14,297
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,15-19,294
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,20-24,210
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,25-29,188
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,30-34,162
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,35-39,140
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,40-44,106
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,45-49,116
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,50-54,73
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,55-59,60
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,60-64,61
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,65-69,35
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,70-74,29
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,75-79,11
2016,Vanuatu,Malampa,Malekula,South East Malekula,Male,80+,24
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,0-4,415
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,5-9,335
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,10-14,262
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,15-19,253
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,20-24,249
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,25-29,176
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,30-34,156
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,35-39,145
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,40-44,113
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,45-49,91
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,50-54,86
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,55-59,67
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,60-64,55
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,65-69,28
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,70-74,17
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,75-79,16
2016,Vanuatu,Malampa,Malekula,South East Malekula,Female,80+,19
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,0-4,242
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,5-9,286
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,10-14,241
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,15-19,154
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,20-24,131
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,25-29,132
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,30-34,118
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,35-39,128
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,40-44,104
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,45-49,99
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,50-54,63
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,55-59,65
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,60-64,60
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,65-69,41
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,70-74,25
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,75-79,14
2016,Vanuatu,Malampa,Malekula,South Malekula,Male,80+,31
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,0-4,267
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,5-9,299
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,10-14,242
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,15-19,168
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,20-24,163
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,25-29,153
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,30-34,122
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,35-39,136
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,40-44,91
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,45-49,86
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,50-54,73
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,55-59,57
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,60-64,31
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,65-69,29
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,70-74,12
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,75-79,17
2016,Vanuatu,Malampa,Malekula,South Malekula,Female,80+,27
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,0-4,286
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,5-9,270
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,10-14,218
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,15-19,135
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,20-24,111
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,25-29,155
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,30-34,121
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,35-39,102
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,40-44,102
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,45-49,78
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,50-54,73
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,55-59,52
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,60-64,40
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,65-69,41
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,70-74,25
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,75-79,17
2016,Vanuatu,Malampa,Malekula,South West Malekula,Male,80+,32
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,0-4,268
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,5-9,229
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,10-14,156
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,15-19,109
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,20-24,124
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,25-29,143
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,30-34,135
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,35-39,123
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,40-44,98
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,45-49,87
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,50-54,73
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,55-59,47
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,60-64,29
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,65-69,31
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,70-74,21
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,75-79,14
2016,Vanuatu,Malampa,Malekula,South West Malekula,Female,80+,21
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,0-4,201
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,5-9,194
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,10-14,226
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,15-19,164
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,20-24,101
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,25-29,99
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,30-34,69
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,35-39,81
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,40-44,64
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,45-49,63
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,50-54,58
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,55-59,45
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,60-64,39
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,65-69,24
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,70-74,23
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,75-79,16
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Male,80+,28
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,0-4,167
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,5-9,181
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,10-14,200
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,15-19,129
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,20-24,125
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,25-29,102
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,30-34,91
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,35-39,73
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,40-44,92
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,45-49,56
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,50-54,53
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,55-59,54
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,60-64,44
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,65-69,28
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,70-74,24
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,75-79,11
2016,Vanuatu,Malampa,Ambrym,West Ambrym,Female,80+,19
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,0-4,210
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,5-9,206
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,10-14,173
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,15-19,122
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,20-24,101
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,25-29,95
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,30-34,90
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,35-39,68
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,40-44,69
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,45-49,60
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,50-54,52
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,55-59,26
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,60-64,27
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,65-69,12
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,70-74,13
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,75-79,14
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,80+,19
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,0-4,172
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,5-9,198
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,10-14,154
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,15-19,102
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,20-24,111
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,25-29,105
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,30-34,85
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,35-39,59
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,40-44,66
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,45-49,60
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,50-54,52
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,55-59,32
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,60-64,30
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,65-69,20
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,70-74,16
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,75-79,11
2016,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,80+,17
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,0-4,295
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,5-9,305
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,10-14,211
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,15-19,154
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,20-24,119
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,25-29,113
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,30-34,122
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,35-39,119
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,40-44,89
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,45-49,103
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,50-54,53
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,55-59,60
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,60-64,39
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,65-69,36
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,70-74,34
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,75-79,12
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,80+,28
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,0-4,293
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,5-9,290
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,10-14,212
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,15-19,196
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,20-24,127
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,25-29,149
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,30-34,126
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,35-39,140
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,40-44,94
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,45-49,92
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,50-54,47
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,55-59,55
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,60-64,38
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,65-69,26
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,70-74,23
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,75-79,21
2016,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,80+,41
2016,Vanuatu,Penama,Ambae,East Ambae,Male,0-4,174
2016,Vanuatu,Penama,Ambae,East Ambae,Male,5-9,173
2016,Vanuatu,Penama,Ambae,East Ambae,Male,10-14,97
2016,Vanuatu,Penama,Ambae,East Ambae,Male,15-19,102
2016,Vanuatu,Penama,Ambae,East Ambae,Male,20-24,127
2016,Vanuatu,Penama,Ambae,East Ambae,Male,25-29,99
2016,Vanuatu,Penama,Ambae,East Ambae,Male,30-34,89
2016,Vanuatu,Penama,Ambae,East Ambae,Male,35-39,74
2016,Vanuatu,Penama,Ambae,East Ambae,Male,40-44,58
2016,Vanuatu,Penama,Ambae,East Ambae,Male,45-49,49
2016,Vanuatu,Penama,Ambae,East Ambae,Male,50-54,53
2016,Vanuatu,Penama,Ambae,East Ambae,Male,55-59,38
2016,Vanuatu,Penama,Ambae,East Ambae,Male,60-64,24
2016,Vanuatu,Penama,Ambae,East Ambae,Male,65-69,22
2016,Vanuatu,Penama,Ambae,East Ambae,Male,70-74,18
2016,Vanuatu,Penama,Ambae,East Ambae,Male,75-79,12
2016,Vanuatu,Penama,Ambae,East Ambae,Male,80+,18
2016,Vanuatu,Penama,Ambae,East Ambae,Female,0-4,131
2016,Vanuatu,Penama,Ambae,East Ambae,Female,5-9,133
2016,Vanuatu,Penama,Ambae,East Ambae,Female,10-14,57
2016,Vanuatu,Penama,Ambae,East Ambae,Female,15-19,79
2016,Vanuatu,Penama,Ambae,East Ambae,Female,20-24,101
2016,Vanuatu,Penama,Ambae,East Ambae,Female,25-29,111
2016,Vanuatu,Penama,Ambae,East Ambae,Female,30-34,65
2016,Vanuatu,Penama,Ambae,East Ambae,Female,35-39,43
2016,Vanuatu,Penama,Ambae,East Ambae,Female,40-44,53
2016,Vanuatu,Penama,Ambae,East Ambae,Female,45-49,67
2016,Vanuatu,Penama,Ambae,East Ambae,Female,50-54,42
2016,Vanuatu,Penama,Ambae,East Ambae,Female,55-59,40
2016,Vanuatu,Penama,Ambae,East Ambae,Female,60-64,23
2016,Vanuatu,Penama,Ambae,East Ambae,Female,65-69,23
2016,Vanuatu,Penama,Ambae,East Ambae,Female,70-74,18
2016,Vanuatu,Penama,Ambae,East Ambae,Female,75-79,10
2016,Vanuatu,Penama,Ambae,East Ambae,Female,80+,23
2016,Vanuatu,Penama,Ambae,North Ambae,Male,0-4,293
2016,Vanuatu,Penama,Ambae,North Ambae,Male,5-9,299
2016,Vanuatu,Penama,Ambae,North Ambae,Male,10-14,228
2016,Vanuatu,Penama,Ambae,North Ambae,Male,15-19,224
2016,Vanuatu,Penama,Ambae,North Ambae,Male,20-24,145
2016,Vanuatu,Penama,Ambae,North Ambae,Male,25-29,119
2016,Vanuatu,Penama,Ambae,North Ambae,Male,30-34,84
2016,Vanuatu,Penama,Ambae,North Ambae,Male,35-39,108
2016,Vanuatu,Penama,Ambae,North Ambae,Male,40-44,76
2016,Vanuatu,Penama,Ambae,North Ambae,Male,45-49,111
2016,Vanuatu,Penama,Ambae,North Ambae,Male,50-54,72
2016,Vanuatu,Penama,Ambae,North Ambae,Male,55-59,65
2016,Vanuatu,Penama,Ambae,North Ambae,Male,60-64,32
2016,Vanuatu,Penama,Ambae,North Ambae,Male,65-69,29
2016,Vanuatu,Penama,Ambae,North Ambae,Male,70-74,23
2016,Vanuatu,Penama,Ambae,North Ambae,Male,75-79,14
2016,Vanuatu,Penama,Ambae,North Ambae,Male,80+,22
2016,Vanuatu,Penama,Ambae,North Ambae,Female,0-4,269
2016,Vanuatu,Penama,Ambae,North Ambae,Female,5-9,272
2016,Vanuatu,Penama,Ambae,North Ambae,Female,10-14,279
2016,Vanuatu,Penama,Ambae,North Ambae,Female,15-19,221
2016,Vanuatu,Penama,Ambae,North Ambae,Female,20-24,145
2016,Vanuatu,Penama,Ambae,North Ambae,Female,25-29,150
2016,Vanuatu,Penama,Ambae,North Ambae,Female,30-34,88
2016,Vanuatu,Penama,Ambae,North Ambae,Female,35-39,88
2016,Vanuatu,Penama,Ambae,North Ambae,Female,40-44,115
2016,Vanuatu,Penama,Ambae,North Ambae,Female,45-49,81
2016,Vanuatu,Penama,Ambae,North Ambae,Female,50-54,64
2016,Vanuatu,Penama,Ambae,North Ambae,Female,55-59,50
2016,Vanuatu,Penama,Ambae,North Ambae,Female,60-64,45
2016,Vanuatu,Penama,Ambae,North Ambae,Female,65-69,33
2016,Vanuatu,Penama,Ambae,North Ambae,Female,70-74,34
2016,Vanuatu,Penama,Ambae,North Ambae,Female,75-79,19
2016,Vanuatu,Penama,Ambae,North Ambae,Female,80+,26
2016,Vanuatu,Penama,Maewo,North Maewo,Male,0-4,209
2016,Vanuatu,Penama,Maewo,North Maewo,Male,5-9,155
2016,Vanuatu,Penama,Maewo,North Maewo,Male,10-14,126
2016,Vanuatu,Penama,Maewo,North Maewo,Male,15-19,100
2016,Vanuatu,Penama,Maewo,North Maewo,Male,20-24,88
2016,Vanuatu,Penama,Maewo,North Maewo,Male,25-29,88
2016,Vanuatu,Penama,Maewo,North Maewo,Male,30-34,79
2016,Vanuatu,Penama,Maewo,North Maewo,Male,35-39,62
2016,Vanuatu,Penama,Maewo,North Maewo,Male,40-44,70
2016,Vanuatu,Penama,Maewo,North Maewo,Male,45-49,63
2016,Vanuatu,Penama,Maewo,North Maewo,Male,50-54,57
2016,Vanuatu,Penama,Maewo,North Maewo,Male,55-59,24
2016,Vanuatu,Penama,Maewo,North Maewo,Male,60-64,33
2016,Vanuatu,Penama,Maewo,North Maewo,Male,65-69,15
2016,Vanuatu,Penama,Maewo,North Maewo,Male,70-74,21
2016,Vanuatu,Penama,Maewo,North Maewo,Male,75-79,14
2016,Vanuatu,Penama,Maewo,North Maewo,Male,80+,12
2016,Vanuatu,Penama,Maewo,North Maewo,Female,0-4,159
2016,Vanuatu,Penama,Maewo,North Maewo,Female,5-9,176
2016,Vanuatu,Penama,Maewo,North Maewo,Female,10-14,120
2016,Vanuatu,Penama,Maewo,North Maewo,Female,15-19,91
2016,Vanuatu,Penama,Maewo,North Maewo,Female,20-24,98
2016,Vanuatu,Penama,Maewo,North Maewo,Female,25-29,91
2016,Vanuatu,Penama,Maewo,North Maewo,Female,30-34,75
2016,Vanuatu,Penama,Maewo,North Maewo,Female,35-39,69
2016,Vanuatu,Penama,Maewo,North Maewo,Female,40-44,76
2016,Vanuatu,Penama,Maewo,North Maewo,Female,45-49,47
2016,Vanuatu,Penama,Maewo,North Maewo,Female,50-54,38
2016,Vanuatu,Penama,Maewo,North Maewo,Female,55-59,32
2016,Vanuatu,Penama,Maewo,North Maewo,Female,60-64,24
2016,Vanuatu,Penama,Maewo,North Maewo,Female,65-69,18
2016,Vanuatu,Penama,Maewo,North Maewo,Female,70-74,11
2016,Vanuatu,Penama,Maewo,North Maewo,Female,75-79,8
2016,Vanuatu,Penama,Maewo,North Maewo,Female,80+,13
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,0-4,524
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,5-9,551
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,10-14,421
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,15-19,262
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,20-24,161
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,25-29,144
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,30-34,153
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,35-39,178
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,40-44,139
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,45-49,122
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,50-54,103
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,55-59,86
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,60-64,57
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,65-69,51
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,70-74,37
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,75-79,34
2016,Vanuatu,Penama,Pentecost,North Pentecost,Male,80+,56
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,0-4,421
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,5-9,444
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,10-14,401
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,15-19,212
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,20-24,189
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,25-29,178
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,30-34,173
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,35-39,178
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,40-44,117
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,45-49,116
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,50-54,104
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,55-59,83
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,60-64,61
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,65-69,34
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,70-74,40
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,75-79,20
2016,Vanuatu,Penama,Pentecost,North Pentecost,Female,80+,73
